Artists,Name,Date,Genre,Writing.Credits,Features
Mariah Carey,Never Too Far/Hero Medley,11-Dec-01,"R&;B,Pop","Mariah carey, Walter afanasieff, Jimmy jam, Terry lewis",
Christina Milian,AM To PM,24-Jul-01,"Dance-Pop,Pop,R&;B","Bloodshy and avant, Christina milian",
Alien Ant Farm,Smooth Criminal,24-Jul-01,"Adult Alternative,Funk Rock,Hard Rock,Post-Grunge,Pop-Rock,Nu-Metal,Cover,Alternative Metal,Alternative Rock,Rock",Michael jackson,
Alan Jackson,Where I Come From,9-Jul-01,Country,Alan jackson,
Daniel Rodriguez,God Bless America,,Pop,,
Petey Pablo,Raise Up,29-May-01,Rap,,
Tim McGraw,Angry All The Time,24-Apr-01,"Country,Rock",Bruce robison,
R. Kelly,Feelin' On Yo Booty,7-Aug-01,"Soul Pop,Soul,Pop,R&;B",R kelly,
Babyface,What If,,Pop,,
DMX,Who We Be,23-Oct-01,"Gangsta Rap,Rap","Black key, Dmx",
Blu Cantrell,Hit 'Em Up Style,31-Jul-01,"Pop,R&;B",Dallas austin,
Linkin Park,Crawling,1-Mar-01,"Rap Rock,Alternative,Alternative Rock,Alternative Metal,Memes,Nu-Metal,Rock","Joe hahn, Brad delson, Rob bourdon, Mike shinoda, Chester bennington",
Paul McCartney,Freedom,5-Nov-01,"Brit Pop,UK,British Rock,Rock",Paul mccartney,
LFO,Every Other Time,27-Aug-01,"Boy Band,Pop","Rich cronin, Shep goodman, Kenny gioia",
Sum 41,Fat Lip,22-Apr-01,"Gaming,Soundtrack,Punk Rock,Skate Punk,Rap,Canada,Pop-Punk,Rock","Greig nori, Dave baksh, Deryck whibley, Stevo32",
Jagged Edge With Nelly,Where The Party At,14-May-01,"Pop,Dirty South,Hip-Hop,R&;B,Rap","Nelly, Jermaine dupri, Bryan michael cox, Brian casey, Brandon casey",
3 Doors Down,Be Like That,11-Jun-01,"Post-Grunge,Alternative Rock,Rock","Brad arnold, Chris henderson",
Trisha Yearwood,I Would've Loved You Anyway,5-Jun-01,Pop,"Mary danna, Troy verges",
Tammy Cochran,Angels In Waiting,19-Mar-01,Pop,"Jim mcbride, Stewart harris, Tammy cochran",
Eve,Let Me Blow Ya Mind,15-May-01,Rap,"Stevie j, Scott storch, Mike elizondo, Dr dre, Eve",Gwen Stefani
Craig David,Fill Me In,3-Apr-00,"UK,R&;B,Pop","Mark hill, Craig david",
JAY,Izzo,11-Sep-01,Rap,"D richards, F perren, A mizell, B gordy, Kanye west, Jay z",
Trick Pony,On A Night Like This,13-Mar-01,Country,"Doug kahan, Karen staley",
All Star Tribute,What's Going On,,Pop,,
Luther Vandross,Take You Out,4-May-01,R&;B,"Warryn campbell, Harold lilly, John smith",
Fuel,Bad Day,19-Sep-00,"Alternative Rock,Post-Grunge,Rock",Carl bell,
"Missy ""Misdemeanor"" Elliott",One Minute Man,22-Jun-01,"R&;B,Hip-Hop,Rap","Ludacris, Missy elliott, Timbaland",
"Brooks, Dunn",Only In America,18-Jun-01,"Country,Rap","Don cook, Ronnie rogers, Kix brooks",
Fabolous,Can't Deny It,,Rap,"Rick rock, Nate dogg, Fabolous",Nate Dogg
Trick Daddy,I'm A Thug,20-Mar-01,Rap,Trick daddy,
Smash Mouth,I'm A Believer,,"Soundtrack,Cover,Pop-Rock,Rock",Neil diamond,
Usher,U Remind Me,19-May-01,"Soul Pop,Neo Soul,Soul,R&;B","Anita mccloud, Edmund clement",
Jermaine Dupri,Ballin' Out Of Control,30-Oct-01,Rap,"Jermaine dupri, Nate dogg, Bryan michael cox, The roc",Nate Dogg
Ian Van Dahl,Castles In The Sky,,Pop,,Marsha
Jill Scott,The Way,11-Apr-00,"Soul Pop,Soul,R&;B","Jill scott, Vidal davis",
Juvenile,Set It Off,21-Jul-01,Rap,Juvenile,
Incubus,Drive,,"Adult Alternative,Pop-Rock,Acoustic,Alternative Rock,Rock",Incubus,
Jaheim,Just In Case,,R&;B,,
Gigi D'Agostino,I'll Fly With You,,"Dance-Pop,Memes,YouTube,Electro House,Electronic,Dance,Pop","Diego leoni, Paolo sandrini, Carlos montagner, Luigi di agostino",
Janet,Someone To Call My Lover,24-Apr-01,"R&;B,Pop","Dewey bunnell, Terry lewis, Jimmy jam, Janet jackson",
Tool,Schism,15-May-01,"Progressive Metal,Progressive Rock,Rock","Justin chancellor, Adam jones, Danny carey, Maynard james keenan",
Ludacris,Area Codes,26-Jun-01,Rap,"Billy nichols, Jazze pha, Nate dogg, Ludacris",Nate Dogg
Gorillaz,Clint Eastwood,5-Mar-01,"British Rock,Piano,Rap Rock,Hip-Hop,Alternative,Alternative Rock,Rock,Trip-Hop,UK,Rap,Producer","Jamie hewlett, Del the funky homosapien, Damon albarn",
American Hi,Flavor Of The Weak,7-Aug-01,"Pop-Punk,Punk Rock,Rock",Stacy jones,
Sugar Ray,When It's Over,15-May-01,Rock,,
112,Peaches & Cream,3-Apr-01,R&;B,"Poo bear, Diddy, Mario winans, Slim of 112, Q parker, Michael keith, Aljamaal jones, Courtney sills",
Keith Urban,Where The Blacktop Ends,9-Apr-01,Country,"Steve wariner, Allen shamblin",
Dave Matthews Band,The Space Between,27-Feb-01,"Alternative,Alternative Rock,Rock","Glen ballard, Dave matthews",
O,All Or Nothing,21-Oct-16,"Electro-Pop,Deep House,House,Pop",Axel ehnstrom,
Uncle Kracker,Follow Me,20-Feb-01,"Adult Contemporary,Pop-Rock,Pop Country,Country,Rock","Michael bradford, Matthew shafer",
Eve 6,Here's To The Night,22-May-01,"Pop-Rock,Alternative Rock,Rock",Max collins,
Jamie O'Neal,When I Think About Angels,19-Mar-00,Pop,"Sonny tillis, Roxie dean, Jamie oneal",
The Wiseguys,Start The Commotion,,"Screen,Disney,Soundtrack,Pop",Theo keating,
Willa Ford,I Wanna Be Bad,29-May-01,"Dance,Pop","Royce da 59, Josh schwartz, Brian kierulf, Willa ford",
Afroman,Because I Got High,20-Jun-00,"Comedy,Memes,Rap",Afroman,
Cyndi Thomson,What I Really Meant To Say,,Pop,,
"P. Diddy, Black Rob, Mark Curry",Bad Boy For Life,27-Nov-01,Rap,"Bristal, Black rob, Drayton goss, Mark curry, Megahertz",
Erick Sermon,Music,12-Jun-01,"East Coast,Rap","Marvin gaye, Erick sermon",Marvin Gaye
Pack Summer,Six,1-Jan-01,Country,"Tommy rocco, Phil vassar, Charlie black",
Musiq Soulchild,Girl Next Door,14-Nov-00,R&;B,"Ed green, Carvin haggins, Jill scott, Andre harris, Musiq soulchild",Ayana
Destiny's Child,Bootylicious,1-May-01,"Pop,R&;B","Beyonce, Falonte moore, Rob fusari, Stevie nicks",
Public Announcement,John Doe,,Rap,,LeLe
Blake Shelton,Austin,16-Apr-01,"Country,Rock","David kent, Kirsti manna",
Dido,Thank You,12-Dec-00,"Trip-Hop,Pop,Rock","Paul herman, Dido",
Faith Hill,There You'll Be,1-May-01,"Pop,Country",Diane warren,
Backstreet Boys,More Than That,29-May-01,"Boy Band,Pop","Franciz and lepont, Adam anders",
Lil' Wayne,Shine,19-Dec-00,Rap,"Mack 10, Mikkey, Lil wayne, Big tymers","Baby, Mack 10, Mickey"
Aaliyah,We Need A Resolution,13-Apr-01,"Soul,Soul Pop,Pop,R&;B,Rap",Static major,Timbaland
City High,What Would You Do?,1-Feb-01,Rap,"Snoop dogg, Ryan toby, David axelrod, Melvin bradford, Bryan bailey, Robby pardlo, Dr dre",
Jessica Simpson,Irresistible,12-Apr-01,"Disney,Soundtrack,Rock","Pamela sheyne, Arnthor birgisson, Anders bagge",
D12,Purple Hills,19-Jun-01,Rap,"Swifty mcvay, Mr porter, Bizarre, Kuniva, Proof, Eminem",
Coo Coo Cal,My Projects,,Rap,,
Jo Dee Messina,Downtime,9-Apr-01,Pop,"Carolyn dawn johnson, Phillip coleman",
Dream,This Is Me,16-Feb-18,Pop,"Benj pasek, Justin paul",
Darude,Sandstorm,,"Trance,Memes,Dance,Electronic,Pop",Darude,
Mariah Carey,Loverboy,16-Jul-01,"R&;B,Pop","Mariah carey, Thomas jenkins, Larry blackmon",Cameo
Chris Cagle,Laredo,12-Feb-01,Country,Chris cagle,
Jimmy Cozier,She's All I Got,,Pop,,
Blink,The Rock Show,25-Jun-01,"Alternative Rock,Pop-Punk,Punk Rock,Rock","Travis barker, Tom delonge, Mark hoppus",
Lonestar,I'm Already There,26-Mar-01,"Pop Country,Ballad,Adult Contemporary,Country","Frank myers, Richie mcdonald, Gary baker",
Ray J,Wait A Minute,1-May-01,"R&;B,Rap","Ray j, Lil kim, Pharrell williams, Chad hugo",Lil' Kim
Faith Evans,Can't Believe,13-Apr-01,"Pop,Soul Pop,Soul,R&;B","Mario winans, Diddy, Dr dre, Michael carlos jones, Jack knight, Mechalie jamison, Chris the glove taylor, Nas, Az, Nature",Carl Thomas
Rascal Flatts,While You Loved Me,6-Jun-00,"Country,Rock","Danny wells, Marty dodson, Kim williams",
matchbox twenty,Mad Season,23-May-00,"Pop-Rock,Alternative Rock,Rock",Rob thomas,
Nelly,Ride Wit Me,27-Jun-00,"Hip-Hop,Pop,Rap","Nelly, City spud, Jason jay e epperson",City Spud
Lil Bow Wow,Ghetto Girls,21-Feb-01,Rap,"Wilton felder, Terron mitchell, Jermaine dupri, Bryan michael cox, Bow wow",
'N Sync,Pop,24-Jul-01,"Electro-Pop,Electronic,Boy Band,Pop","Justin timberlake, Wade robson",
"Lil Jon, The East Side Boyz",Bia' Bia',15-Aug-00,"Gangsta Rap,Hardcore Hip-Hop,Dirty South,Hip-Hop,Crunk,Rap","Lil bo, Chyna whyte, Lil jon, Too short","Ludacris, Too Short, Big Kap, Chyna"
Sara Evans,I Could Not Ask For More,12-Feb-01,Country,Diane warren,
Lee Ann Womack,Why They Call It Falling,23-May-00,Country,"Roxie dean, Don schlitz",
Nivea,Don't Mess With The Radio,,R&;B,"Sleepy brown, Rico wade",
Lionel Richie,Angel,16-Oct-00,Rock,,
Montgomery Gentry,She Couldn't Change Me,1-Jan-01,Country,"Gary nicholson, Chris knight",
"Christina Aguilera, Lil' Kim, Mya, P!nk",Lady Marmalade,27-Mar-01,"Cover,Musicals,Pop,Screen,Rap","Missy elliott, Lil kim, Kenny nolan, Bob crewe",
Brad Paisley,Two People Fell In Love,,"Country,Rock",,
R. Kelly,Fiesta,15-May-01,"R&;B,Rap","Boo and gotti, Trackmasters, R kelly, Jay z",Jay
Jennifer Lopez,Play,27-Mar-01,"Pop,R&;B","Anders bagge, Arnthor birgisson, Christina milian, Cory rooney",
Gary Allan,Right Where I Need To Be,,Country,,
Azul Azul,La Bomba,,"Bolivia,En Espa\xc3\xb1ol,Pop",,
Alan Jackson,When Somebody Loves You,5-Mar-01,Country,Alan jackson,
Dante Thomas,Miss California,,Pop,,Pras
Babyface,There She Goes,19-Jun-01,"Soul Pop,Pop,R&;B","Babyface, Pharrell williams, Chad hugo",
Lil' Romeo,My Baby,13-Apr-01,Rap,"Dennis lussier, Berry gordy, Alphonso mizell, Freddie perren",
Nelly Furtado,I'm Like A Bird,24-Oct-00,"R&;B,Folk,Canada,Pop",Nelly furtado,
Janet,All For You,13-Mar-01,"Dance,Pop,R&;B","Jimmy jam, Terry lewis, Mauro malavasi, Wayne garfield, Davide romani, Janet jackson",
Tim McGraw,Grown Men Don't Cry,26-Mar-01,"Country,Rock","Steve seskin, Tom douglas",
Tyrese,I Like Them Girls,20-Apr-01,R&;B,"Phillip white, J valentine, Harvey mason jr, Damon thomas",
George Strait,If You Can Do Anything Else,,"Country,Rock","Don schlitz, Billy livsey",
matchbox twenty,If You're Gone,23-May-00,"Adult Alternative,Alternative Rock,Ballad,Adult Contemporary,Pop-Rock,Rock,Pop",Rob thomas,
Lee Ann Womack,I Hope You Dance,3-May-00,Country,"Tia sillers, Mark d sanders",
Ja Rule,I Cry,3-Apr-01,"Hardcore Hip-Hop,Hip-Hop,East Coast,R&;B,Rap",,Lil' Mo
Snoop Dogg,Just A Baby Boy,22-May-01,"Soundtrack,Hip-Hop,R&;B,Rap","Dj battlecat, Snoop dogg, Tyrese, Mr tan","Tyrese, Mr. Tan"
Destiny's Child,Survivor,13-Feb-01,"R&;B,Rap","Mathew knowles, Anthony dent, Beyonce",
St. Lunatics,Midwest Swing,,Rap,,
Snoop Dogg,Lay Low,19-Dec-00,"Gangsta Rap,Hardcore Hip-Hop,West Coast,Rap","Big tray deee, Snoop dogg, Master p, Nate dogg, Mike elizondo, Goldie loc, Butch cassidy, Dr dre","Master P, Nate Dogg, Butch Cassidy, Tha Eastsidaz"
Tank,Maybe I Deserve,10-Feb-01,"Producer,Soul Pop,Soul,Singer-Songwriter,R&;B",Tank,
Limp Bizkit,My Way,6-Jan-01,"Alternative Metal,Rap Rock,Alternative Rock,Metal,Nu-Metal,Rock,Rap","Sam rivers, John otto, Dj lethal, Wes borland, Fred durst, Eric b and rakim",
"Brooks, Dunn",Ain't Nothing 'Bout You,12-Feb-01,Pop,"Tom shapiro, Rivers rutherford",
Kenny Chesney,Don't Happen Twice,26-Sep-00,"Country,Rock","Thom mchugh, Curtis lance",
Sunshine Anderson,Heard It All Before,27-Feb-01,"Neo Soul,Soul Pop,R&;B","Rayshawn sherrer, Sunshine anderson, Chris dawley, Mike city",
Coldplay,Yellow,26-Jun-00,"UK,Alternative Rock,Alternative,Rock","Guy berryman, Jonny buckland, Will champion, Chris martin",
2Pac,Until The End Of Time,18-Feb-01,"Remix,Pop,R&;B,Rap","2pac, Johnny j, Richard page, Steven george, John lang, Mr mister",
Travis Tritt,It's A Great Day To Be Alive,18-Dec-00,Country,Darrell scott,
S Club 7,Never Had A Dream Come True,27-Nov-00,"UK,Pop","Simon ellis, Cathy dennis",
OutKast,"So Fresh, So Clean",13-Mar-01,"Atlanta,R&;B,Soul,Hip-Hop,Dirty South,Soul Pop,Pop,Rap","Big boi, Organized noize, Andre 3000",
3LW,Playas Gon' Play,1-May-01,R&;B,"Nate butler, Sean sep hall",
QB Finest,Oochie Wally,,Pop,,"Nas, Bravehearts"
Depeche Mode,Dream On,23-Apr-01,"Synth Rock,Synth-Pop,Rock",Martin l gore,
Dixie Chicks,If I Fall You're Going Down With Me,,Country,"Annie roboff, Matraca berg",
Moby,South Side,,"Alternative Pop,Alternative,Electronica,Alternative Rock,Pop,Rock",Moby,Gwen Stefani
Case,Missing You,20-Feb-01,"R&;B,Pop","Tim and bob, Joe",
Shaggy,Angel,6-Mar-01,"Jamaica,Dance,Reggae,R&;B","Chip taylor, Eddie curtis, Steve miller, Ahmet ertegun, Shaggy",Rayvon
Musiq Soulchild,Love,25-Dec-00,R&;B,"Carvin haggins, Andre harris, Musiq soulchild",
Madonna,What It Feels Like For A Girl,16-Apr-01,"Pop,Electronic","Guy sigsworth, Madonna",
Sarina Paris,Look At Us,,Pop,,
Eden's Crush,Get Over Yourself,,R&;B,"Michele vice maslin, John keller, Matthew gerrard",
Mark McGuinn,Mrs. Steven Rudy,,Pop,,
Lenny Kravitz,Again,14-Sep-00,"Soul,Producer,Singer-Songwriter,Alternative Rock,Pop-Rock,Rock",Lenny kravitz,
Ja Rule,Put It On Me,12-Dec-00,"East Coast,Hip-Hop,Rap","Lil mo, Irv gotti, Ja rule","Lil' Mo, Vita"
R.E.M.,Imitation Of Life,30-Apr-01,"Alternative Rock,Pop-Rock,Rock",Rem,
Ricky Martin,Loaded,17-Apr-01,"Pop,Rock","George noriega, Robi draco rosa, Jon secada",
Olivia,Bizounce,,Rap,,
Jill Scott,A Long Walk,16-Jan-01,"Soul,R&;B,Rock","Andre harris, Jill scott",
Amanda,Everybody Doesn't,,Pop,"Tina harris, Jamelia davis, Arnthor birgisson, Amanda lameche",
Eve,Who's That Girl?,20-Feb-01,Rap,"Jay icepick jackson, Teflon, Darrin dean, Eve",
Vertical Horizon,Best I Ever Had,,Pop,Matt scannell,
Crazy Town,Butterfly,,"Rock,Rap","Shifty, Bret epic mazur, Flea, John frusciante",
Aerosmith,Jaded,21-Dec-00,"Alternative Rock,Hard Rock,Rock","Marti frederiksen, Steven tyler",
Jessica Andrews,Who I Am,20-Nov-00,Pop,"Brett james, Troy verges",
The Corrs,Breathless,3-Jul-00,"Folk,Pop,Pop-Rock","The corrs, Robert john mutt lange",
ATC,Around The World,,Pop,,
Ginuwine,There It Is,9-Jan-01,"R&;B,Pop","Ginuwine, Curtis williams, Harold garvin, Bobby terry, Isaac wiley, Cliff jones, Jerry juke vines",
Tamia,Stranger In My House,,"Pop,Remix,Dance","Anthony shep crawford, Shae jones",
Diamond Rio,One More Day,6-Feb-01,Country,,
Ludacris,Southern Hospitality,29-Dec-00,"Dirty South,Rap","Ludacris, Chad hugo, Pharrell williams",
Linkin Park,One Step Closer,28-Sep-00,"Nu-Metal,Rock","Joe hahn, Brad delson, Mike shinoda, Chester bennington",
Faith Hill,If My Heart Had Wings,,"Country,Rock","J fred knobloch, Annie roboff",
K,Crazy,4-Apr-06,"Alternative Pop,Alternative R&;B,Adult Alternative,Alternative Rock,Adult Contemporary,Electronic,Neo Soul,Soul,Soul Pop,Pop,R&;B,Rock","Gian piero reverberi, Gian franco reverberi, Danger mouse, Ceelo green",
Faith Hill,The Way You Love Me,,"Adult Contemporary,Dance-Pop,Pop,Country","Keith follese, Michael dulaney",
Lil Bow Wow,Puppy Love,27-Jan-01,Rap,"Ll cool j, Dwayne simon, Darryl pierce, Bryan michael cox, Jermaine dupri, Bobby bobcat ervin, Brandon casey, Brian casey, Bow wow",Jagged Edge
Koffee Brown,After Party,,Pop,,
Jay,Guilty Until Proven Innocent,13-Mar-01,"East Coast,Hip-Hop,Rap","Rockwilder, R kelly, Jay z",
Tim Rushlow,She Misses Him,,Pop,,
Daft Punk,One More Time,13-Nov-00,"Dance,Pop,Electronic,House","Guy manuel de homem christo, Thomas bangalter, Romanthony",
Phil Vassar,Rose Bouquet,,Pop,"Phil vassar, Robert byrne",
Project Pat,Chickenhead,1-Jan-01,Rap,"Dj paul, La chat, Project pat, Juicy j",
Jon B,Don't Talk,13-Mar-01,"Soul Pop,R&;B",Jon b,
Mya,Free,12-Sep-00,"Rap,Soundtrack,Pop,R&;B","Mya, Jimmy jam, Terry lewis, Tony prof t tolbert, Alex richbourg",
Monica,Just Another Girl,20-Feb-01,"Soundtrack,R&;B","Lindy robbins, Damon sharpe, Carsten lindberg, Joachim svare",
Jagged Edge,Promise,18-Jan-00,R&;B,"Bryan michael cox, Jermaine dupri, Lechas young, Gary smith, Brandon casey, Brian casey",
Toby Keith,You Shouldn't Kiss Me Like This,16-Oct-00,"Country,Rock",Toby keith,
Modjo,Lady,31-Jul-00,"French Pop,House,Pop","Yann destagnol, Romain tranchart, Bernard edwards, Nile rodgers",
P!nk,You Make Me Sick,18-Dec-00,"Dance-Pop,R&;B,Pop","Marthony mark tabb, Anthony president, Brainz dimilo",
Keith Urban,But For The Grace Of God,28-Nov-00,Country,"Jane wiedlin, Charlotte caffey, Keith urban",
Jamie O'Neal,There Is No Arizona,7-Aug-00,Country,"Shaye smith, Lisa drew, Jamie oneal",
Trick Pony,Pour Me,23-Oct-00,Country,"Ira dean, Heidi newfield, Keith burns, Rory waters beighley, Sammy harp wedlock",
Jay,Change The Game,31-Oct-00,"East Coast,Hip-Hop,Rap","Rick rock, Static major, Memphis bleek, Beanie sigel, Jay z",
Aaron Carter,That's How I Beat Shaq,6-Feb-01,Pop,"Thomas slovinski, Joshua m schwartz, Brian kierulf",
Madonna,Don't Tell Me,21-Nov-00,"Pop,Dance,Electronic","Joe henry, Madonna, Mirwais ahmadzai",
Jennifer Lopez,Love Don't Cost A Thing,2-Dec-00,"Pop,R&;B","Amille d harris, Jeremy monroe, Georgette franklin, Greg lawson, Damon sharpe",
Mystikal,Danger,12-Dec-00,Rap,"Mystikal, Pharrell williams, Chad hugo",Nivea
Jaheim,Could It Be,21-Nov-00,"Neo Soul,Soul,R&;B","Wesley hogges, Kent lawrence, Eric williams, Balewa muhammad, Cliff lighty",
Bilal,Soul Sista,17-Jul-01,"Rap,Neo Soul,Soul,R&;B","Mike city, Bilal, Raphael saadiq, James mtume",
Barenaked Ladies,Too Little Too Late,12-Sep-00,Rock,Steven page,
Shaggy,It Wasn't Me,1-Jan-02,Rap,,"Ricardo ""RikRok"" Ducent"
112,It's Over Now,30-Jan-01,R&;B,"Daron jones, Q parker, Grandmaster melle mel, Sylvia robinson",
98 Degrees,My Everything,,Pop,,
Dave Hollister,One Woman Man,,Pop,,
Bon Jovi,Thank You For Loving Me,13-Jun-00,Rock,"Jon bon jovi, Diane warren",
OutKast,Ms. Jackson,3-Oct-00,"Atlanta,Hip-Hop,R&;B,Soul,Dirty South,Memes,Soul Pop,Pop,Rap","Andre 3000, Big boi, Shuggie otis, Mr dj",
Jo Dee Messina,Burn,16-Oct-00,Pop,"Pam reswick, Steve werfel, Tina arena",
Evan And Jaron,Crazy For This Girl,6-Oct-00,"Rock,Pop","Jaron lowenstein, Jeff cohen",
Dream,He Loves U Not,5-Sep-00,Pop,"Pamela sheyne, David frank, Steve kipner",
3 Doors Down,Kryptonite,11-Jan-00,"Alternative,Post-Grunge,Alternative Rock,Rock","Robert todd harrell, Matthew darrick roberts, Brad arnold",
Dave Matthews Band,I Did It,27-Feb-01,"Alternative,Alternative Rock,Rock","Glen ballard, Dave matthews",
Carl Thomas,Emotional,18-Apr-00,"Soul Pop,Soul,Neo Soul,R&;B","Carl thomas, Mario winans, Kelly price, Sting",
Creed,With Arms Wide Open,,Rock,"Mark tremonti, Scott stapp",
Lee Ann Womack,Ashes By Now,23-May-00,Country,Rodney crowell,
Sade,By Your Side,13-Oct-00,"Soul Pop,Jazz,Pop,Soul,R&;B","Paul spencer denman, Stuart matthewman, Andrew hale, Sade adu",
David Gray,Babylon,,"Piano,Adult Contemporary,Adult Alternative,Singer-Songwriter,Folk Rock,Pop-Rock,Pop,Rock",David gray,
Lonestar,Tell Her,,Country,,
Philly's Most Wanted,Cross The Border,10-Oct-00,Rap,"Joel witherspoon, Al holly, Chad hugo, Pharrell williams",
U2,Beautiful Day,9-Oct-00,"Indie Rock,Adult Alternative,Adult Contemporary,Rock","Larry mullen jr, Adam clayton, The edge, Bono",
Fuel,Hemorrhage,14-Sep-00,"Ballad,Post-Grunge,Rock",Carl bell,
'N Sync,This I Promise You,25-Nov-00,"Ballad,Adult Contemporary,Neo Soul,Soul Pop,Soul,R&;B,Boy Band,Pop",Richard marx,
Garth Brooks,Wild Horses,,Country,"David wills, Bill shore",
Backstreet Boys,The Call,6-Feb-01,"Boy Band,Pop","Max martin, Rami",
Rascal Flatts,This Everyday Love,7-Aug-00,Country,"Danny wells, Gene nelson",
JAY,I Just Wanna Love U,17-Oct-00,"East Coast,Hip-Hop,Rap","The notorious big, Diddy, James johnson, Kitt walker, Deric d dot angelettie, Chad hugo, Pharrell williams, Jay z",
Avant,My First Love,9-May-00,R&;B,"Angela winbush, Rene moore",KeKe Wyatt
Darryl Worley,A Good Day To Run,,Pop,,
Mya,Case Of The Ex,25-Apr-00,"Soul Pop,R&;B,Pop","Tricky stewart, Traci hale, Thabiso tab nkhereanye",
O,Liquid Dreams,5-Dec-00,"Pop,Rock","Michael norfleet, Joshua p thompson, Quincy patrick, Bradley spalter",
Britney Spears,Stronger,13-Nov-00,"Dance-Pop,Teen Pop,Electro-Pop,Pop","Max martin, Rami",
Cash Money Millionaires,Project Chick,,Pop,,
Mikaila,So In Love With Two,,Pop,"Mikaila, Hallgeir rustan, Stargate",
"Mos Def, Pharoahe Monch",Oh No,28-Nov-00,Rap,"Nate dogg, Yasiin bey, Pharoahe monch",Nate Dogg
Cha Slide,Cha,2-Aug-00,"Dance,Rap",Callum wood,
Tim McGraw,My Next Thirty Years,,"Country,Rock",Phil vassar,
3 Doors Down,Loser,8-Feb-00,"Rock,Alternative Rock","Brad arnold, Matt roberts, Todd harrell",
Sara Evans,Born To Fly,1-Jan-00,Country,"Sara evans, Darrell scott, Marcus hummon",
Kenny Chesney,I Lost It,14-Aug-00,Country,"Neil thrasher, Jimmy olander",
Xzibit,X,28-Nov-00,"West Coast,Rap","Dr dre, Mel man, Xzibit",
Ludacris,What's Your Fantasy,12-Sep-00,"Dirty South,Rap",Ludacris,Shawnna
R. Kelly,I Wish,25-Aug-00,"Singer-Songwriter,Hip-Hop,Rap,Soul Pop,Soul,Pop,R&;B",R kelly,
Musiq,Just Friends,29-Aug-00,R&;B,"Bobby hebb, Carvin haggins, Musiq soulchild",
Backstreet Boys,Shape Of My Heart,3-Oct-00,"Boy Band,Pop","Rami, Lisa miskovsky, Max martin",
Brad Paisley,We Danced,,"Country,Rock",,
BBMak,Still On Your Side,,Pop,,
Carolyn Dawn Johnson,Georgia,,Pop,,
Nelly,E.I.,27-Jun-00,"Hip-Hop,Pop,Rap","Nelly, Jason jay e epperson",
Dixie Chicks,Without You,,Country,"Eric silver, Natalie maines",
P!nk,Most Girls,19-Sep-00,"R&;B,Dance-Pop,Pop","Babyface, Damon thomas",
Debelah Morgan,Dance With Me,18-Jul-00,R&;B,"Richard adler, Giloh morgan, Debelah morgan, Jerry ross",
Phil Vassar,Just Another Day In Paradise,5-Jun-00,Country,Craig wiseman,
Public Announcement,Mamacita,,Pop,,
Wyclef Jean,911,27-Apr-00,"Haiti,R&;B,Soul,Soul Pop,Pop,Rap","Wyclef jean, Jerry duplessis",Mary J. Blige
Alan Jackson,www.memory,2-Oct-00,Country,Alan jackson,
Eminem,Stan,23-May-00,"Hip-Hop,Hardcore Hip-Hop,SHADYXV,Horrorcore,Rap","Paul herman, Eminem, Dido",Dido
Samantha Mumba,Gotta Tell You,2-Jun-00,"Ireland,Pop","Arnthor birgisson, Anders bagge",
The Clark Family Experience,Meanwhile Back At The Ranch,,Pop,,
Kelly Price,You Should've Told Me,,R&;B,"J moss, Paul allen, Kelly price",
Billy Gilman,Oklahoma,9-Oct-00,Pop,"D vincent williams, John allen",
Lil' Kim,How Many Licks?,27-Jun-00,"R&;B,Rap",Lil kim,Sisqo
Ricky Martin,She Bangs,10-Oct-00,"Pop,Latin Music","Robi draco rosa, Daniel lopez, Julia sierra, Glenn monroig, Walter afanasieff, Desmond child",
Barenaked Ladies,Pinch Me,29-Aug-00,"Adult Alternative,Alternative Rock,Pop-Rock,Rock",Ed robertson,
Ja Rule,Between Me And You,16-Jun-00,Rap,,Christina Milian
Marc Anthony,My Baby You,11-Aug-00,Rock,"Walter afanasieff, Marc anthony",
Beenie Man,Girls Dem Sugar,14-Sep-00,"Jamaica,Pop,R&;B,Dancehall,Rap","Beenie man, Pharrell williams, Chad hugo",Mya
Profyle,Liar,,"Soul,Neo Soul,R&;B,Pop","Ernest dixon, Tyrell bing, Roy hamilton",
Vitamin C,The Itch,,Pop,"Billy steinberg, Jimmy harry, Colleen fitzpatrick",
